Nro_Veces_cob;Nro_Cuotas;Mes_pres;MES_0_Atraso;MES_1_Atraso;MES_2_Atraso;Llamada_fecha;Hora;Llamada_Resultado;Deuda_total;Activación;Mora
<=10;<24, 48];Abril;843.05;0;0;8/04/2014;11;MCT  Msj Con Terceros;5427.56;2013;1
<=10;>48;Abril;131.15;248.89;735.43;14/04/2014;13;MCT  Msj Con Terceros;21709.7;2013;0
<=10;<24, 48];Abril;295.4;0;907.12;15/04/2014;12;MCF  Msj Con Familiar;7853.82;2013;0
>10;<24, 48];Abril;240.52;0;0;14/04/2014;12;MCT  Msj Con Terceros;1776.34;2011;0
<=10;<24, 48];Abril;137.7;0;0;22/04/2014;8;PDP  Promesa De Pago;3845.27;2013;0
<=10;>48;Abril;290.54;290.54;873.35;30/04/2014;7;TELF. NO CORRESPONDE;7479.74;2013;0
>10;>48;Abril;1205.57;0;0;23/04/2014;16;MCT  Msj Con Terceros;17387.5;2010;0
>10;<24, 48];Abril;173.99;43.18;137.76;29/04/2014;7;TELF. NO CORRESPONDE;1900.68;2012;0
>10;>48;Abril;1255.44;1255.44;0;28/04/2014;9;MCF  Msj Con Familiar;20580.5;2011;0
<=10;>48;Abril;581.78;582.64;582.49;4/04/2014;7;MCT  Msj Con Terceros;15573.1;2013;0
<=10;<24, 48];Abril;655.48;0;0;25/04/2014;10;PDP  Promesa De Pago;13257.8;2012;0
<=10;<24, 48];Abril;1359.92;0;2379.17;30/04/2014;7;MCT  Msj Con Terceros;25254.9;2014;1
>10;<24, 48];Abril;219.52;0;0;24/04/2014;17;MCT  Msj Con Terceros;24662.9;2012;0
>10;<24, 48];Abril;775.8;775.8;768.44;10/04/2014;11;MCT  Msj Con Terceros;14757.5;2012;0
<=10;<24, 48];Abril;115.4;0;0;7/04/2014;20;TELF. NO CORRESPONDE;5635.79;2013;0
>10;>48;Abril;579.56;0;1161.35;29/04/2014;19;TELF. NO CORRESPONDE;7151.38;2011;0
>10;>48;Abril;530.57;0;0;25/04/2014;10;TELF. NO CORRESPONDE;12710.8;2011;0
>10;>48;Abril;417.96;418.54;0;3/04/2014;10;TAT  Tratamiento al Titu;6206.05;2011;0
<=10;>48;Abril;339.06;343.6;344.89;16/04/2014;10;MCT  Msj Con Terceros;7305.4;2013;0
<=10;<24, 48];Abril;50.21;158.58;0;29/04/2014;9;MCF  Msj Con Familiar;2405.25;2013;1
<=10;>48;Abril;807.11;0;0;2/04/2014;15;MCF  Msj Con Familiar;7694.01;2012;1
>10;>48;Abril;293.76;281.66;0;10/04/2014;11;PDP  Promesa De Pago;10610.8;2011;0
<=10;>48;Abril;439.54;436.95;436.66;11/04/2014;9;MCT  Msj Con Terceros;7756.21;2011;1
>10;<24, 48];Abril;251;200.59;222.53;25/04/2014;10;MCT  Msj Con Terceros;5257.23;2011;0
<=10;<24, 48];Abril;315.18;315.18;315.43;25/04/2014;13;TELF. NO CORRESPONDE;7474.01;2013;0
<=10;<24, 48];Abril;1109.46;0;0;23/04/2014;16;MCT  Msj Con Terceros;16426.3;2013;1
>10;<24, 48];Abril;207.79;238.03;0;2/04/2014;10;CIH  Generar Cita;2427.42;2010;0
<=10;>48;Abril;2633.41;0;0;2/04/2014;9;MCT  Msj Con Terceros;38694.4;2013;1
<=10;<=24;Abril;256.54;0;0;3/04/2014;15;PDP  Promesa De Pago;2245.58;2013;0
<=10;<=24;Abril;195.65;196.06;0;23/04/2014;14;TELF. NO CORRESPONDE;609.34;2014;0
>10;<24, 48];Abril;161.63;17.64;0;2/04/2014;10;MCT  Msj Con Terceros;977.65;2010;0
<=10;<=24;Abril;330.91;0;0;15/04/2014;10;TELF. NO CORRESPONDE;5483.65;2013;0
<=10;<24, 48];Abril;2094.34;2802.12;0;23/04/2014;18;MCT  Msj Con Terceros;14514.7;2013;1
>10;>48;Abril;525.6;0;0;7/04/2014;11;PDP  Promesa De Pago;2334;2012;0
>10;<24, 48];Abril;535.63;0;0;3/04/2014;8;PDP  Promesa De Pago;13524.3;2012;0
>10;<24, 48];Abril;276.55;0;242.74;3/04/2014;14;PDP  Promesa De Pago;4026.34;2012;0
<=10;>48;Abril;419.4;0;0;8/04/2014;7;PDP  Promesa De Pago;12358.4;2013;0
>10;>48;Abril;87.98;683.03;0;24/04/2014;19;MCF  Msj Con Familiar;12836.6;2012;0
<=10;<=24;Abril;387.98;0;1235.97;2/04/2014;14;MCT  Msj Con Terceros;4729.13;2013;0
<=10;<24, 48];Abril;203.26;0;0;21/04/2014;18;PDP  Promesa De Pago;8351.71;2013;0
<=10;<24, 48];Abril;903.51;0;0;1/04/2014;17;TELF. NO CORRESPONDE;7895.46;2013;1
<=10;>48;Abril;1063.47;1062.49;0;28/04/2014;8;MCT  Msj Con Terceros;25438.4;2013;0
<=10;<24, 48];Abril;564.46;0;0;1/04/2014;14;MCF  Msj Con Familiar;3569.57;2013;1
<=10;<24, 48];Abril;998.99;0;0;7/04/2014;14;TELF. NO CORRESPONDE;5345.46;2012;1
<=10;<24, 48];Abril;582.01;582.01;912.48;25/04/2014;12;PDP  Promesa De Pago;8072.86;2013;1
>10;<24, 48];Abril;553.73;0;0;4/04/2014;11;PDP  Promesa De Pago;9094.06;2011;0
<=10;<24, 48];Abril;222.46;223.08;222.88;3/04/2014;15;TAT  Tratamiento al Titu;4419.2;2013;0
<=10;<24, 48];Abril;945.21;0;0;9/04/2014;8;MCT  Msj Con Terceros;11164.9;2013;1
<=10;>48;Abril;332.27;332.27;1005.22;29/04/2014;10;MCF  Msj Con Familiar;8760.01;2013;0
<=10;<24, 48];Abril;458.53;0;0;15/04/2014;15;PDP  Promesa De Pago;10862.3;2013;0
<=10;>48;Abril;470.41;0;1415.92;30/04/2014;7;MCT  Msj Con Terceros;13878.9;2014;0
<=10;<24, 48];Abril;216.75;0;483.45;30/04/2014;19;MCF  Msj Con Familiar;4083.04;2013;0
<=10;<=24;Abril;510.33;0;0;14/04/2014;10;PDP  Promesa De Pago;4284.9;2012;0
<=10;<24, 48];Abril;1023.19;0;0;14/04/2014;12;PDP  Promesa De Pago;24274.2;2013;0
<=10;<24, 48];Abril;21.91;0;0;3/04/2014;10;MCF  Msj Con Familiar;6076.62;2013;0
<=10;<=24;Abril;208.89;0;0;24/04/2014;10;TELF. NO CORRESPONDE;2446.02;2013;0
>10;<24, 48];Abril;324.89;324.87;324.86;14/04/2014;14;MCF  Msj Con Familiar;9323.54;2013;0
<=10;<=24;Abril;208;37.21;0;23/04/2014;11;MCT  Msj Con Terceros;1638.2;2013;0
<=10;<=24;Abril;355.15;0;0;4/04/2014;8;IPT  Inbound PDP Total;7197;2013;0
>10;<24, 48];Abril;349.34;350.56;0;23/04/2014;12;MCT  Msj Con Terceros;799.01;2011;0
>10;<24, 48];Abril;253.96;0;0;15/04/2014;11;PDP  Promesa De Pago;1824.72;2011;0
>10;<24, 48];Abril;253.73;0;0;21/04/2014;13;TAT  Tratamiento al Titu;3295.89;2012;0
<=10;<24, 48];Abril;57.55;0;0;8/04/2014;15;MCT  Msj Con Terceros;3640.68;2013;0
<=10;>48;Abril;1072.68;0;0;3/04/2014;15;MCT  Msj Con Terceros;9021.69;2012;1
<=10;<=24;Abril;70.2;0.8;0;10/04/2014;9;PDP  Promesa De Pago;2889.7;2013;0
<=10;>48;Abril;1054.1;353.54;0;4/04/2014;10;MCT  Msj Con Terceros;9798.48;2013;1
<=10;<=24;Abril;121.6;0;0;7/04/2014;8;CAN  Cliente Cancelo;636.11;2013;1
<=10;<=24;Abril;319.85;338.35;352.85;8/04/2014;18;MCF  Msj Con Familiar;622.33;2013;0
>10;<24, 48];Abril;294.89;148.36;0;24/04/2014;7;TELF. NO CORRESPONDE;1475.8;2012;1
<=10;<=24;Abril;362.26;0;727.57;3/04/2014;11;MCT  Msj Con Terceros;3482.04;2013;0
<=10;<24, 48];Abril;1081.12;0;0;1/04/2014;11;MCT  Msj Con Terceros;7676.72;2013;1
<=10;<=24;Abril;174.35;176.1;0.17;9/04/2014;14;MCT  Msj Con Terceros;2281.24;2013;0
<=10;<=24;Abril;282.51;0;0;11/04/2014;7;TELF. NO CORRESPONDE;4338.34;2013;0
>10;<24, 48];Abril;651.96;651.96;0;29/04/2014;20;TELF. NO CORRESPONDE;4110.34;2012;1
<=10;<24, 48];Abril;331.46;332.2;332.2;28/04/2014;11;TELF. NO CORRESPONDE;2717.39;2011;0
>10;<24, 48];Abril;636.02;0;1495.18;16/04/2014;19;TELF. NO CORRESPONDE;3988.24;2011;1
<=10;<=24;Abril;58.37;0;0;14/04/2014;11;MCT  Msj Con Terceros;2853.36;2013;0
<=10;>48;Abril;273.06;0;0;3/04/2014;14;MCF  Msj Con Familiar;14939.7;2012;0
<=10;<24, 48];Abril;158.37;0;0;28/04/2014;10;MCF  Msj Con Familiar;1764.21;2012;0
<=10;<24, 48];Abril;672.78;332.85;321.67;2/04/2014;7;MCF  Msj Con Familiar;3897.18;2012;0
<=10;>48;Abril;691.76;0;2076.56;4/04/2014;11;MCF  Msj Con Familiar;19372.5;2013;0
<=10;>48;Abril;1618.44;0;0;24/04/2014;19;TELF. NO CORRESPONDE;13284.2;2012;1
<=10;<24, 48];Abril;63.11;0;0;3/04/2014;15;PDP  Promesa De Pago;12225.7;2013;0
>10;<24, 48];Abril;33.67;0;68.29;25/04/2014;17;MCT  Msj Con Terceros;1157.5;2011;0
<=10;<24, 48];Abril;162.41;0;0;8/04/2014;7;MCT  Msj Con Terceros;1863.77;2012;0
<=10;>48;Abril;1225.33;1905.37;0;8/04/2014;12;MCF  Msj Con Familiar;17807.7;2013;1
<=10;<24, 48];Abril;813.58;0;0;3/04/2014;19;MCT  Msj Con Terceros;4486.67;2012;1
<=10;<24, 48];Abril;700.88;0;712.89;3/04/2014;19;PDP  Promesa De Pago;17335.5;2012;0
>10;<24, 48];Abril;345.93;346.06;0;14/04/2014;9;CIH  Generar Cita;6461.75;2011;0
<=10;<24, 48];Abril;1899.27;0;0;1/04/2014;8;MCT  Msj Con Terceros;17996.5;2013;1
<=10;<24, 48];Abril;230.24;0;0;3/04/2014;12;MCF  Msj Con Familiar;4748.45;2013;0
>10;<24, 48];Abril;564.79;0;0;2/04/2014;14;MCF  Msj Con Familiar;4458.26;2012;0
<=10;<=24;Abril;187.83;185.91;0;8/04/2014;10;PDP  Promesa De Pago;3101.05;2014;0
>10;<24, 48];Abril;214.43;222.69;223.96;4/04/2014;8;MCT  Msj Con Terceros;1542.34;2011;0
<=10;<24, 48];Abril;158.8;158.68;159.66;11/04/2014;9;TELF. NO CORRESPONDE;2325.57;2012;0
>10;>48;Abril;611.72;654.75;0;3/04/2014;8;PDP  Promesa De Pago;12568.1;2011;0
>10;<24, 48];Abril;741.47;741.25;740.86;3/04/2014;8;MCF  Msj Con Familiar;12677.2;2012;0
<=10;<24, 48];Abril;250.64;0;0;3/04/2014;11;MCT  Msj Con Terceros;7435.6;2014;0
<=10;<24, 48];Abril;667.58;0;898.07;15/04/2014;19;PAR  Promesa Parcial;11575.5;2013;1
<=10;<24, 48];Abril;1146.87;0;1127.97;4/04/2014;8;MCT  Msj Con Terceros;33138;2013;0
>10;<24, 48];Abril;687.67;0;0;11/04/2014;7;TAT  Tratamiento al Titu;2484.89;2011;1
>10;<24, 48];Abril;102.18;264.48;0;4/04/2014;8;MCF  Msj Con Familiar;4860.19;2013;0
>10;<24, 48];Abril;409.4;0;0;3/04/2014;10;MCT  Msj Con Terceros;9826.4;2013;0
>10;<24, 48];Abril;283.75;0;856.53;23/04/2014;11;MCT  Msj Con Terceros;3618.97;2012;0
<=10;<=24;Abril;43.35;429.37;430.53;4/04/2014;9;PDP  Promesa De Pago;1615.01;2012;0
<=10;<24, 48];Abril;317.43;635.61;805.99;3/04/2014;12;PDP  Promesa De Pago;4481.4;2012;1
<=10;<24, 48];Abril;435.1;434.43;433.46;1/04/2014;13;CAN  Cliente Cancelo;12562.7;2013;0
<=10;<24, 48];Abril;669.81;0;0;2/04/2014;17;MCT  Msj Con Terceros;4048.23;2013;1
<=10;<24, 48];Abril;67.26;0;0;11/04/2014;16;PDP  Promesa De Pago;7103.92;2012;0
<=10;<24, 48];Abril;1379.76;1390.47;1408.03;25/04/2014;17;MCT  Msj Con Terceros;7149.76;2013;1
<=10;<24, 48];Abril;418.22;0;1946.36;11/04/2014;12;MCF  Msj Con Familiar;16765.9;2013;0
<=10;<24, 48];Abril;577.42;868.42;0;2/04/2014;20;TELF. NO CORRESPONDE;5115.87;2013;1
<=10;<24, 48];Abril;198.35;597.48;0;16/04/2014;7;PDP  Promesa De Pago;13174;2012;0
<=10;<24, 48];Abril;119.62;0;84.46;3/04/2014;15;PDP  Promesa De Pago;2682.86;2013;0
<=10;<24, 48];Abril;39.49;307.17;0;9/04/2014;8;MCT  Msj Con Terceros;4720.5;2012;0
<=10;<24, 48];Abril;383.8;0;0;14/04/2014;8;PDP  Promesa De Pago;8849.92;2013;0
<=10;<24, 48];Abril;259.33;0;0;14/04/2014;15;TELF. NO CORRESPONDE;4696.73;2013;0
>10;>48;Abril;154.3;0;0;7/04/2014;14;MCF  Msj Con Familiar;2741.9;2012;0
<=10;<=24;Abril;321.07;321.07;967.27;24/04/2014;7;TELF. NO CORRESPONDE;3992.59;2013;0
<=10;>48;Abril;290.45;150.58;322.67;8/04/2014;10;TELF. NO CORRESPONDE;8351.99;2014;0
>10;>48;Abril;501.98;566.8;562.98;8/04/2014;14;MCT  Msj Con Terceros;9066.75;2011;0
<=10;>48;Abril;636.78;0;1916.31;24/04/2014;10;RPP  Recordar Promesa;15870;2013;0
>10;<24, 48];Abril;252.24;0;0;8/04/2014;11;MCF  Msj Con Familiar;1956.28;2011;0
<=10;<=24;Abril;244.73;0;0;11/04/2014;10;PDP  Promesa De Pago;2960.5;2013;0
<=10;<24, 48];Abril;125.13;0;0;3/04/2014;9;PDP  Promesa De Pago;16051.4;2013;0
<=10;<24, 48];Abril;326.51;330.79;325.94;15/04/2014;10;MCT  Msj Con Terceros;9675.04;2013;0
<=10;<=24;Abril;588.67;0;0;3/04/2014;20;TELF. NO CORRESPONDE;3833.68;2013;1
<=10;>48;Abril;2356.5;0;0;3/04/2014;17;MCT  Msj Con Terceros;20220;2013;1
<=10;<24, 48];Abril;179.42;0;0;10/04/2014;7;MCF  Msj Con Familiar;19502.8;2013;0
<=10;<24, 48];Abril;67.54;69.47;388.81;15/04/2014;10;MCF  Msj Con Familiar;10522.7;2013;0
<=10;<24, 48];Abril;424.08;0;0;1/04/2014;13;CAN  Cliente Cancelo;5289.36;2013;0
<=10;<24, 48];Abril;335.17;0;0;14/04/2014;7;MCF  Msj Con Familiar;4700.1;2012;0
<=10;<24, 48];Abril;298.69;900.99;900.99;23/04/2014;18;TELF. NO CORRESPONDE;5582.3;2013;0
<=10;>48;Abril;528.31;526.83;438.24;7/04/2014;8;TAT  Tratamiento al Titu;13095.5;2013;0
>10;<24, 48];Abril;248.21;0;0;14/04/2014;14;PDP  Promesa De Pago;2023.69;2011;0
<=10;<24, 48];Abril;481.34;0;0;8/04/2014;9;PDP  Promesa De Pago;8261.63;2013;0
<=10;<24, 48];Abril;245.44;0;253.63;7/04/2014;17;MCF  Msj Con Familiar;3433.31;2012;0
<=10;<24, 48];Abril;1174.81;0.49;1.47;3/04/2014;18;PDP  Promesa De Pago;33762.6;2013;0
<=10;<24, 48];Abril;164.27;159.17;0;10/04/2014;15;TELF. NO CORRESPONDE;3400.06;2013;0
>10;<24, 48];Abril;349.41;346.32;350.05;11/04/2014;18;MCF  Msj Con Familiar;6865.92;2012;0
>10;<24, 48];Abril;1263.11;0;1126.38;28/04/2014;16;MCT  Msj Con Terceros;6990.16;2012;1
<=10;<24, 48];Abril;1140.97;0;0;7/04/2014;19;MCT  Msj Con Terceros;8442.2;2013;1
<=10;<24, 48];Abril;2470.16;3477.18;2306.63;11/04/2014;9;MCT  Msj Con Terceros;24470.2;2013;1
<=10;<=24;Abril;31.89;0;0;25/04/2014;9;MCT  Msj Con Terceros;4116.43;2013;0
<=10;<24, 48];Abril;250.06;203.19;0;14/04/2014;18;PDP  Promesa De Pago;7887.98;2013;0
<=10;<=24;Abril;901.15;0;0;22/04/2014;12;TAT  Tratamiento al Titu;14773.6;2013;0
<=10;<24, 48];Abril;295.19;0;0;3/04/2014;12;PAR  Promesa Parcial;6478.52;2013;0
<=10;<24, 48];Abril;340.54;689.42;1041.43;30/04/2014;9;PAR  Promesa Parcial;6520.58;2013;1
<=10;<24, 48];Abril;317.47;314.79;315.64;23/04/2014;12;MCC  Msj Con Comp De Trab;5279.12;2013;0
<=10;<24, 48];Abril;1424.02;0;0;4/04/2014;11;MCT  Msj Con Terceros;37111.7;2013;0
<=10;>48;Abril;346.6;0;0;3/04/2014;11;PDP  Promesa De Pago;8480.76;2013;0
<=10;<24, 48];Abril;1525.71;1433.98;1519.95;1/04/2014;13;CAN  Cliente Cancelo;42192.5;2013;0
<=10;<24, 48];Abril;229.53;0;0;23/04/2014;20;TELF. NO CORRESPONDE;2057.92;2011;0
>10;<24, 48];Abril;421.43;638.95;625.84;24/04/2014;13;MCT  Msj Con Terceros;3062.5;2012;1
<=10;<24, 48];Abril;338.32;316.89;326.54;3/04/2014;15;MCF  Msj Con Familiar;6443.54;2013;0
<=10;<24, 48];Abril;24.48;128.45;128.89;11/04/2014;8;TELF. NO CORRESPONDE;1754.38;2012;0
<=10;<=24;Abril;579.47;0;0;8/04/2014;7;TELF. NO CORRESPONDE;565.37;2012;1
<=10;<24, 48];Abril;200.03;0;0;7/04/2014;7;PDP  Promesa De Pago;2315.79;2013;0
<=10;<24, 48];Abril;393.08;428.47;890.22;28/04/2014;13;PDP  Promesa De Pago;7170.68;2011;0
>10;<24, 48];Abril;41.53;0;0;7/04/2014;16;MCT  Msj Con Terceros;2520.31;2012;0
<=10;>48;Abril;468.22;473.26;0;16/04/2014;11;TELF. NO CORRESPONDE;1698.16;2011;0
<=10;<24, 48];Abril;496.66;0;0;8/04/2014;9;MCT  Msj Con Terceros;14024.8;2013;0
<=10;<24, 48];Abril;286.52;288.45;179.02;7/04/2014;8;MCO  Msj Con Conyuge;4953.28;2013;0
>10;<24, 48];Abril;528.06;0;0;4/04/2014;11;MCT  Msj Con Terceros;19269.7;2012;0
<=10;<24, 48];Abril;498.39;0;0;7/04/2014;10;MCT  Msj Con Terceros;2884.06;2011;1
<=10;<24, 48];Abril;583.62;182.59;573.92;21/04/2014;14;TAT  Tratamiento al Titu;13956.5;2012;0
<=10;<24, 48];Abril;251.33;255.27;253.07;30/04/2014;15;MCT  Msj Con Terceros;4417.83;2013;0
<=10;<=24;Abril;817.8;817.8;0;24/04/2014;19;MCF  Msj Con Familiar;2933.69;2013;1
<=10;<24, 48];Abril;312.37;0;0;10/04/2014;18;MCT  Msj Con Terceros;7517.34;2013;0
<=10;<=24;Abril;250.99;0;761.73;9/04/2014;7;MCF  Msj Con Familiar;2072.77;2013;0
<=10;>48;Abril;1811.76;0;0;10/04/2014;11;PDP  Promesa De Pago;67095.7;2013;0
<=10;<24, 48];Abril;1462.97;1956.5;0;22/04/2014;14;MCT  Msj Con Terceros;13147.4;2013;1
>10;>48;Abril;270.63;277.18;218.32;23/04/2014;17;MCT  Msj Con Terceros;16109.9;2011;0
<=10;<=24;Abril;199.36;0;0;1/04/2014;15;MCE  Msj Con Empleada;3190.97;2011;1
<=10;<=24;Abril;193.61;0;0;14/04/2014;7;MCF  Msj Con Familiar;1359.67;2013;0
>10;<24, 48];Abril;768.62;0;0;1/04/2014;17;MCT  Msj Con Terceros;3084.69;2012;1
>10;<24, 48];Abril;165.17;0;0;4/04/2014;16;TELF. NO CORRESPONDE;1262.94;2011;0
>10;>48;Abril;406.11;201.11;0;16/04/2014;10;TELF. NO CORRESPONDE;834.87;2010;0
<=10;<=24;Abril;1893.72;0;0;14/04/2014;13;MCF  Msj Con Familiar;5075.98;2013;1
<=10;<=24;Abril;634.72;0;0;10/04/2014;8;PDP  Promesa De Pago;3083.11;2013;0
<=10;<=24;Abril;231.8;0;0;10/04/2014;18;MCT  Msj Con Terceros;2451.35;2013;0
<=10;>48;Abril;366.13;0;0;16/04/2014;20;TELF. NO CORRESPONDE;11201.6;2013;0
<=10;<24, 48];Abril;394.38;0;0;2/04/2014;11;PDP  Promesa De Pago;10376.8;2012;0
<=10;<24, 48];Abril;276.79;11.4;18.14;15/04/2014;15;CAN  Cliente Cancelo;5627.94;2014;0
<=10;<=24;Abril;974.85;0;983.22;24/04/2014;14;MCT  Msj Con Terceros;14012.1;2013;0
<=10;<24, 48];Abril;517.33;0;0;24/04/2014;11;PDP  Promesa De Pago;11871.7;2012;0
<=10;<=24;Abril;488.02;0;476.62;11/04/2014;12;MCF  Msj Con Familiar;7739.43;2013;0
<=10;<24, 48];Abril;399.42;0;0;11/04/2014;8;MCF  Msj Con Familiar;2821.87;2013;1
<=10;<24, 48];Abril;397.49;617.81;0;30/04/2014;19;MCT  Msj Con Terceros;5029.23;2014;1
<=10;<24, 48];Abril;155.81;0;0;7/04/2014;16;TELF. NO CORRESPONDE;2601.82;2013;0
>10;<24, 48];Abril;430.3;0;0;11/04/2014;11;MCF  Msj Con Familiar;6877.81;2012;0
<=10;<24, 48];Abril;82.77;83.11;78.71;8/04/2014;8;TELF. NO CORRESPONDE;1368.76;2013;0
<=10;<24, 48];Abril;276.13;0;0;21/04/2014;12;TELF. NO CORRESPONDE;6168.29;2012;0
<=10;<24, 48];Abril;127.6;352.5;152.5;8/04/2014;12;PAR  Promesa Parcial;4777.27;2013;0
<=10;<=24;Abril;249.91;0;257.51;4/04/2014;9;PDP  Promesa De Pago;2625.9;2014;0
<=10;<=24;Abril;898.83;0;903.98;22/04/2014;15;MCT  Msj Con Terceros;7722.41;2013;0
>10;<24, 48];Abril;316.07;0;0;28/04/2014;11;TELF. NO CORRESPONDE;1026.99;2011;0
<=10;<24, 48];Abril;367.45;0;0;15/04/2014;12;MCC  Msj Con Comp De Trab;6856.44;2013;0
<=10;<24, 48];Abril;255.13;0;0;7/04/2014;20;MCT  Msj Con Terceros;3903.29;2012;0
<=10;<24, 48];Abril;314.09;296.76;310.77;9/04/2014;13;MCT  Msj Con Terceros;7215.62;2013;0
<=10;>48;Abril;77.73;0;0;8/04/2014;7;MCF  Msj Con Familiar;13921.2;2013;0
<=10;<24, 48];Abril;32.17;287.73;265.01;8/04/2014;20;MCT  Msj Con Terceros;5309.24;2013;0
>10;<24, 48];Abril;341.91;0;0;10/04/2014;16;PDP  Promesa De Pago;5301.91;2011;0
<=10;<24, 48];Abril;1076.6;1439.42;0;4/04/2014;8;TELF. NO CORRESPONDE;10391.3;2013;1
>10;>48;Abril;2264.14;0;3408.58;15/04/2014;8;TELF. NO CORRESPONDE;44904.8;2012;1
<=10;<24, 48];Abril;274.84;271.76;276.37;14/04/2014;11;TELF. NO CORRESPONDE;2243.25;2012;0
<=10;>48;Abril;435.45;0;0;10/04/2014;18;PDP  Promesa De Pago;13959.2;2013;0
<=10;<24, 48];Abril;198.2;0;0;3/04/2014;11;MCF  Msj Con Familiar;2655.42;2012;0
>10;<24, 48];Abril;366.4;0;1108.64;16/04/2014;9;MCT  Msj Con Terceros;5559.71;2011;0
<=10;<=24;Abril;1146.16;1538.32;0;7/04/2014;13;TELF. NO CORRESPONDE;4555.66;2013;1
<=10;<24, 48];Abril;264.72;273.87;247.52;29/04/2014;7;MCT  Msj Con Terceros;5485.07;2013;0
<=10;<24, 48];Abril;464.95;0;461.62;14/04/2014;9;MCF  Msj Con Familiar;11607.1;2014;0
>10;<24, 48];Abril;300.89;0;0;22/04/2014;11;TELF. NO CORRESPONDE;1576.11;2010;0
<=10;<24, 48];Abril;208.97;517.32;517.32;25/04/2014;10;TELF. NO CORRESPONDE;12723.4;2013;0
<=10;<24, 48];Abril;327.09;655.02;985.17;24/04/2014;9;MCT  Msj Con Terceros;5676.54;2013;0
<=10;<=24;Abril;175.18;0;0;8/04/2014;9;PDP  Promesa De Pago;2371.43;2013;0
<=10;<24, 48];Abril;21.22;0;0;10/04/2014;11;TELF. NO CORRESPONDE;4290.27;2013;0
<=10;<24, 48];Abril;162.62;162.55;162.48;8/04/2014;12;MCT  Msj Con Terceros;2582.03;2013;0
>10;<24, 48];Abril;224.97;231.33;227.69;21/04/2014;9;MCT  Msj Con Terceros;5735.52;2011;0
<=10;<24, 48];Abril;1112.35;0;0;1/04/2014;18;MCF  Msj Con Familiar;6895.18;2013;1
<=10;<24, 48];Abril;327.54;329.31;0;11/04/2014;14;TELF. NO CORRESPONDE;4273.69;2012;0
<=10;<24, 48];Abril;211.57;0;0;3/04/2014;13;PDP  Promesa De Pago;22189.9;2013;0
<=10;<24, 48];Abril;349.7;0;1058.44;11/04/2014;7;MCT  Msj Con Terceros;8006.52;2013;0
<=10;>48;Abril;156.43;385.87;854.89;3/04/2014;15;MCT  Msj Con Terceros;9411.94;2013;0
<=10;<24, 48];Abril;498.16;498.16;0;28/04/2014;7;PDP  Promesa De Pago;7597.36;2012;0
<=10;<24, 48];Abril;720.45;722.21;722.21;29/04/2014;17;CAN  Cliente Cancelo;12778.9;2013;0
<=10;>48;Abril;40.31;0;343.42;7/04/2014;15;MCT  Msj Con Terceros;8650.84;2014;0
>10;<24, 48];Abril;96.95;0;0;29/04/2014;11;MCF  Msj Con Familiar;2336.95;2011;0
>10;<24, 48];Abril;217.06;0;0;21/04/2014;10;MCT  Msj Con Terceros;3006.54;2012;0
<=10;<24, 48];Abril;731.49;982.43;0;10/04/2014;17;MCC  Msj Con Comp De Trab;4151.49;2012;1
<=10;<24, 48];Abril;606.51;603.76;168.66;16/04/2014;7;MCT  Msj Con Terceros;13686.5;2013;0
<=10;<24, 48];Abril;118.59;0;0;1/04/2014;8;CAN  Cliente Cancelo;5876.83;2013;0
<=10;<24, 48];Abril;237.55;238;0;11/04/2014;15;PDP  Promesa De Pago;4708.76;2013;0
<=10;<24, 48];Abril;734.06;735.32;736.81;22/04/2014;14;MCT  Msj Con Terceros;2233.75;2011;0
<=10;<24, 48];Abril;304.23;609.38;916.97;21/04/2014;15;MCT  Msj Con Terceros;4568.14;2012;0
>10;>48;Abril;335.55;0;0;3/04/2014;11;MCF  Msj Con Familiar;6172.42;2011;0
<=10;<24, 48];Abril;454.95;0;0;8/04/2014;7;CIH  Generar Cita;10851.5;2013;0
<=10;<24, 48];Abril;558.08;555.55;555.82;8/04/2014;18;TELF. NO CORRESPONDE;12057.8;2013;0
<=10;<24, 48];Abril;1423.06;0;0;29/04/2014;20;MCF  Msj Con Familiar;15097.3;2012;1
>10;<24, 48];Abril;644.9;0;0;14/04/2014;15;MCT  Msj Con Terceros;4060.04;2012;1
<=10;>48;Abril;1073.25;0;0;28/04/2014;11;TELF. NO CORRESPONDE;13788.7;2013;1
<=10;<24, 48];Abril;1186.83;0;0;1/04/2014;16;MCT  Msj Con Terceros;7839.45;2012;1
>10;<24, 48];Abril;1352.69;0;1732.22;2/04/2014;20;TELF. NO CORRESPONDE;15994.1;2012;1
>10;<24, 48];Abril;233.62;0;703.68;24/04/2014;9;MCT  Msj Con Terceros;1167.76;2011;0
<=10;<24, 48];Abril;312.84;0;0;2/04/2014;14;MCT  Msj Con Terceros;1959.47;2013;1
<=10;<24, 48];Abril;676.6;907.23;0;15/04/2014;15;MCT  Msj Con Terceros;6581.59;2013;1
<=10;<=24;Abril;676.48;0;0;2/04/2014;17;MCT  Msj Con Terceros;1001.06;2013;1
<=10;<=24;Abril;27.91;32.87;56.49;3/04/2014;16;MCT  Msj Con Terceros;2695.9;2013;0
<=10;<24, 48];Abril;493.78;0;707.68;4/04/2014;11;PDP  Promesa De Pago;18081.5;2013;0
