ID.Cliente;Genero;Mayor65años;Socio;Dependientes;MultipleLineas;Internet;SeguridadOnline;Backup;ProteccionDispositivo;No.servicio.Internet;TVPago;PeliculasStreaming;TerminoContrato;FactElectronica;MetodoPago;CargoMensual;ImporteTotal;pemanencia;ServicioTel;Churn
8109-YUOHE;Masculino;0;No;No;No;DSL;Si;Si;No;No;No;No;Un año;No;Cheque fisico;56.1;946.95;17;Si;No
5840-NVDCG;Femenino;0;Si;Si;No;DSL;Si;Si;No;Si;No;Si;Dos años;No;TransfBanca (automatica);68.25;1114.85;16;Si;No
8092-NLTGF;Masculino;0;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);24.75;1777.6;72;Si;No
5928-QLDHB;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;76.25;684.85;9;Si;No
9840-EFJQB;Femenino;0;No;No;No;Fibra Optica;No;Si;No;No;No;No;Mes a mes;No;Cheque electronico;74.35;74.35;1;NA;No
0696-UKTOX;Masculino;0;No;Si;No;DSL;No;Si;No;Si;No;No;Mes a mes;No;Cheque electronico;54.15;1312.45;23;Si;No
4801-KFYKL;Masculino;0;No;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TransfBanca (automatica);19.45;159.2;8;Si;No
3472-OAOOR;Masculino;0;Si;Si;No servicio tel;DSL;Si;Si;No;No;No;No;Mes a mes;Si;Cheque fisico;34.95;610.2;19;No;No
6135-OZQVA;Femenino;0;No;No;Si;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;53.65;404.35;7;Si;No
8062-YBDOE;Masculino;1;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.65;NA;1;Si;Si
2252-JHJGE;Masculino;0;No;No;Si;Fibra Optica;Si;No;Si;No;Si;Si;Un año;No;Cheque electronico;104;6363.45;61;Si;No
4188-PCPIG;Femenino;0;Si;No;No;DSL;Si;Si;No;Si;Si;No;Dos años;Si;TarjetaCredito (automatico);70.35;4124.65;57;Si;No
6000-APYLU;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;80.8;713.1;9;Si;Si
7105-BENQF;Masculino;0;No;Si;No;DSL;Si;No;Si;No;No;Si;Un año;No;Cheque fisico;64.85;950.75;15;Si;No
7721-DVEKZ;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.65;19.65;1;NA;No
3566-VVORZ;Femenino;0;Si;No;No;DSL;No;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);45.9;505.95;12;NA;No
9507-HSMMZ;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20;1149.65;54;Si;No
2480-SQIOB;Masculino;0;Si;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;44.8;169.65;4;Si;No
0947-IDHRQ;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque fisico;80.3;526.7;7;NA;Si
7813-TKCVO;Femenino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20.35;393.15;20;Si;No
0128-MKWSG;Femenino;0;No;Si;No servicio tel;DSL;Si;No;No;Si;No;Si;Mes a mes;No;Cheque fisico;45.8;1147;26;No;No
3672-YITQD;Masculino;1;Si;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;84.1;3021.6;36;Si;Si
4350-ZTLPI;Femenino;0;Si;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Un año;Si;TransfBanca (automatica);108.95;5718.2;53;Si;No
9048-JVYVF;Masculino;0;No;No;No;DSL;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;69.35;191.35;3;Si;Si
0361-HJRDX;Femenino;0;No;No;No servicio tel;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);64.35;4539.6;NA;No;No
5727-MYATE;Masculino;0;Si;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);90.8;6397.6;72;Si;No
3823-KYNQY;Masculino;0;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);24.95;280.4;12;Si;No
8988-ECPJR;Femenino;1;Si;Si;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque fisico;79.6;2718.3;34;Si;Si
7570-WELNY;Femenino;0;Si;No;Si;Fibra Optica;Si;Si;No;No;No;No;Dos años;Si;TransfBanca (automatica);84.7;5711.05;68;Si;No
3021-VLNRJ;Femenino;0;No;Si;No;DSL;Si;No;Si;Si;Si;No;Un año;Si;TarjetaCredito (automatico);NA;3478.15;NA;Si;No
3776-EKTKM;Femenino;1;No;No;No servicio tel;DSL;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;36.45;36.45;1;No;Si
2080-CAZNM;Femenino;1;No;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;104.4;4133.95;41;Si;No
1028-FFNJK;Masculino;1;Si;No;Si;Fibra Optica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;101.5;2917.65;30;Si;No
6907-FLBER;Masculino;0;No;No;Si;DSL;No;Si;No;No;No;No;Mes a mes;No;Cheque electronico;54.3;54.3;1;Si;No
3001-UNBTL;Masculino;1;Si;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;103.95;2964.8;29;Si;No
5982-PSMKW;Femenino;0;Si;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);91.1;2198.3;23;Si;No
3507-GASNP;Masculino;0;No;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;NA;NA;60;Si;No
7096-ZNBZI;Femenino;0;Si;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);26.45;1914.5;72;NA;No
1902-XBTFB;Masculino;0;No;Si;No;Fibra Optica;No;Si;Si;No;Si;No;Mes a mes;Si;Cheque electronico;89.4;2001.5;22;Si;Si
1676-MQAOA;Masculino;0;No;No;No;DSL;Si;Si;Si;Si;Si;No;Dos años;Si;TransfBanca (automatica);75.1;5336.35;72;Si;No
0786-IVLAW;Femenino;1;No;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;No;TransfBanca (automatica);108.1;7238.6;66;Si;No
7566-DSRLQ;Femenino;0;Si;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;110.15;7998.8;NA;Si;No
0643-OKLRP;Femenino;1;Si;No;Si;Fibra Optica;Si;No;No;No;No;No;Mes a mes;No;Cheque electronico;80.35;3825.85;47;Si;Si
7245-JMTTQ;Femenino;0;No;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Un año;Si;Cheque electronico;111.5;5703.25;51;Si;No
6050-IJRHS;Femenino;0;Si;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;Si;Cheque electronico;106.5;7397;70;Si;No
6202-JVYEU;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;Cheque electronico;19.9;164.6;9;Si;No
8591-TKMZH;Masculino;0;Si;Si;Si;Fibra Optica;Si;Si;No;Si;Si;Si;Dos años;Si;Cheque fisico;NA;6555.2;59;Si;No
0734-OXWBT;Masculino;0;No;Si;No;DSL;No;No;No;Si;Si;Si;Mes a mes;No;Cheque fisico;70.7;225.65;3;Si;No
4282-ACRXS;Masculino;1;Si;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;24.85;955.75;38;No;No
0365-TRTPY;Femenino;0;No;No;Si;Fibra Optica;Si;Si;Si;No;No;No;Mes a mes;No;TransfBanca (automatica);91.2;3382.3;37;Si;No
7349-ALMUX;Masculino;0;No;No;No;DSL;Si;Si;Si;Si;No;No;Dos años;No;TransfBanca (automatica);65.6;2313.8;37;Si;No
9381-NDKME;Femenino;1;Si;No;No servicio tel;DSL;No;No;Si;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);40.65;933.3;24;NA;Si
6502-KUGLL;Femenino;0;Si;Si;No;DSL;Si;Si;No;Si;No;No;Mes a mes;No;TransfBanca (automatica);59.45;780.85;14;Si;No
1841-YSJGV;Masculino;0;Si;No;Si;Fibra Optica;Si;Si;No;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);109.95;7852.4;72;Si;No
2794-XIMMO;Masculino;0;Si;No;No servicio tel;DSL;No;Si;Si;Si;Si;Si;Un año;Si;Cheque electronico;60.45;3184.25;53;No;Si
8382-SHQEH;Femenino;0;Si;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;84.9;764.95;8;Si;Si
3511-BFTJW;Masculino;0;Si;Si;No servicio tel;DSL;Si;Si;Si;No;No;No;Dos años;No;TarjetaCredito (automatico);38.5;2763;72;No;No
7668-XCFYV;Femenino;1;Si;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;92.55;1614.7;NA;Si;No
2983-ZANRP;Femenino;0;Si;Si;No;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);73.55;145.4;2;Si;Si
7845-URHJN;Femenino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TransfBanca (automatica);20.15;156.25;8;Si;Si
3034-ZBEQN;Femenino;0;Si;No;No servicio tel;DSL;No;Si;Si;No;No;No;Un año;No;Cheque fisico;34.7;1604.5;48;No;Si
5018-HEKFO;Femenino;0;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;24.5;270.15;NA;Si;No
2923-ARZLG;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;Cheque fisico;19.7;NA;0;NA;No
3976-NLDEZ;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.6;20.6;1;NA;No
2282-YGNOR;Femenino;0;No;No;No;DSL;Si;No;Si;Si;No;No;Un año;No;TarjetaCredito (automatico);58;1734.5;29;Si;No
5336-UFNZP;Femenino;1;Si;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;Si;Cheque electronico;107.45;7047.5;65;Si;No
6854-EXGSF;Femenino;0;No;No;Si;DSL;Si;Si;Si;No;No;No;Mes a mes;Si;TransfBanca (automatica);65.5;573.15;8;Si;No
1241-EZFMJ;Masculino;0;Si;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);25.45;1538.6;61;NA;No
9233-PSYHO;Femenino;1;No;No;Si;Fibra Optica;No;No;Si;No;Si;Si;Un año;Si;TransfBanca (automatica);100.15;4459.8;45;Si;No
5376-PCKNB;Masculino;0;Si;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;Si;TarjetaCredito (automatico);104.45;7459;72;Si;No
8044-BGWPI;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque electronico;21.15;306.05;12;Si;No
4060-LDNLU;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;No;Cheque electronico;96.2;639.7;7;Si;No
3589-PPVKW;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;44.4;348.15;9;Si;No
8327-LZKAS;Femenino;1;Si;No;Si;Fibra Optica;No;No;Si;Si;Si;Si;Un año;Si;Cheque electronico;107.55;4533.9;43;Si;Si
5887-IKKYO;Masculino;0;Si;Si;Si;Fibra Optica;No;No;Si;Si;No;Si;Dos años;No;TransfBanca (automatica);94.35;5563.65;58;Si;No
1075-BGWOH;Masculino;1;Si;No;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;98.75;1587.55;16;Si;Si
1755-RMCXH;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.3;40.25;2;Si;No
0302-JOIVN;Femenino;0;Si;No;No;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;No;Cheque electronico;101.15;842.9;8;Si;Si
3858-XHYJO;Femenino;0;Si;No;Si;Fibra Optica;Si;No;Si;No;Si;Si;Un año;No;TransfBanca (automatica);105.75;4228.55;40;Si;No
4299-SIMNS;Masculino;0;No;No;Si;Fibra Optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;81.15;784.45;9;NA;No
7025-IWFHT;Masculino;0;No;No;No;Fibra Optica;No;Si;No;Si;Si;No;Un año;Si;Cheque electronico;89.55;3729.75;41;Si;No
6261-LHRTG;Femenino;0;No;No;No;DSL;No;Si;Si;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);54.75;1406.9;26;Si;No
7841-FCRQD;Femenino;0;Si;No;No;DSL;No;Si;No;Si;No;No;Un año;Si;TarjetaCredito (automatico);53.75;1857.3;33;Si;No
2056-EVGZL;Masculino;0;Si;Si;No;Fibra Optica;No;Si;Si;Si;Si;Si;Un año;No;TarjetaCredito (automatico);105.75;7322.5;68;Si;No
8777-MBMTS;Femenino;1;Si;No;No;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);105.85;6725.5;65;Si;No
7753-USQYQ;Masculino;0;No;No;No;DSL;No;Si;No;Si;No;Si;Un año;Si;Cheque electronico;64.2;3627.3;55;Si;No
5366-IJEQJ;Masculino;0;No;No;Si;Fibra Optica;No;No;Si;No;Si;No;Mes a mes;Si;Cheque electronico;88.7;1761.45;NA;Si;Si
7661-CPURM;Masculino;0;No;No;No;Fibra Optica;No;No;No;Si;No;Si;Un año;Si;TarjetaCredito (automatico);87.7;1725.95;19;Si;No
6233-HXJMX;Femenino;0;No;No;Si;Fibra Optica;No;No;Si;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);89.3;4192.15;NA;NA;No
5902-WBLSE;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TarjetaCredito (automatico);20.15;NA;70;Si;No
1981-INRFU;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;79.75;164.5;2;Si;Si
4971-PUYQO;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque fisico;NA;2724.6;27;Si;Si
3239-TPHPZ;Femenino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;Cheque electronico;20.05;264.55;12;Si;No
5115-GZDEL;Masculino;0;No;Si;No servicio tel;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);67.2;NA;72;NA;No
3338-CVVEH;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;No;Cheque electronico;94.55;1173.55;12;Si;No
8485-GJCDN;Femenino;1;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;69.05;318.5;5;Si;Si
2615-YVMYX;Masculino;1;Si;No;Si;Fibra Optica;Si;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;107.5;7713.55;71;Si;No
2851-STERV;Masculino;1;No;No;No;DSL;No;No;Si;Si;Si;Si;Un año;Si;Cheque electronico;73;2471.25;35;Si;No
4393-GEADV;Masculino;0;Si;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);114.75;7842.3;70;Si;No
8486-AYEQH;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;76.05;2227.8;31;Si;No
1527-SXDPN;Masculino;0;Si;Si;Si;Fibra Optica;No;No;Si;Si;No;Si;Dos años;Si;TransfBanca (automatica);96.25;4990.25;52;Si;Si
6029-WTIPC;Masculino;1;No;No;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;101.1;3744.05;NA;Si;Si
8634-CILSZ;Masculino;0;No;No;Si;Fibra Optica;No;Si;No;Si;Si;Si;Un año;Si;TransfBanca (automatica);104.7;7220.35;69;Si;Si
5419-JKZNQ;Masculino;1;Si;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;77.9;2351.45;30;Si;No
2495-KZNFB;Femenino;0;No;No;Si;Fibra Optica;Si;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;90.65;2989.6;NA;Si;No
1409-PHXTF;Masculino;1;Si;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;110.45;6077.75;54;Si;No
4560-WQAQW;Femenino;0;No;No;Si;DSL;Si;No;No;Si;No;Si;Un año;No;TransfBanca (automatica);68.7;4070.95;59;Si;No
9591-YVTEB;Masculino;1;No;No;No servicio tel;DSL;Si;Si;No;No;Si;No;Mes a mes;Si;Cheque electronico;44.85;2479.05;55;No;No
9309-BZGNT;Masculino;1;Si;No;No servicio tel;DSL;No;No;Si;No;No;No;Un año;Si;TarjetaCredito (automatico);NA;2134.3;69;No;No
4274-DRSQT;Femenino;0;No;No;Si;Fibra Optica;No;Si;No;No;Si;No;Un año;Si;TransfBanca (automatica);88.9;6000.1;66;Si;No
2027-DNKIV;Masculino;0;Si;Si;No;DSL;Si;No;Si;Si;No;No;Un año;Si;Cheque fisico;58.75;2203.1;37;Si;No
8075-GXIUB;Masculino;1;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);19.85;183.15;9;Si;No
2885-HIJDH;Masculino;0;Si;Si;Si;DSL;Si;No;Si;Si;Si;Si;Dos años;No;TransfBanca (automatica);86.9;NA;69;Si;No
5424-RLQLC;Masculino;0;No;No;No;DSL;No;Si;No;No;Si;No;Mes a mes;Si;Cheque fisico;59.65;638.95;10;Si;No
6682-QJDGB;Masculino;0;No;Si;No;DSL;Si;Si;No;No;No;No;Mes a mes;Si;Cheque fisico;55.25;2139.2;40;Si;Si
6507-DTJZV;Masculino;0;No;Si;No;DSL;No;No;No;No;Si;Si;Mes a mes;No;TarjetaCredito (automatico);66.4;831.75;13;Si;No
8780-IXSTS;Femenino;0;No;No;Si;Fibra Optica;No;Si;No;No;Si;No;Mes a mes;Si;Cheque electronico;90.1;521.3;6;Si;Si
7673-BQGKU;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);20.15;1337.5;69;Si;No
6723-WSNTY;Femenino;1;Si;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Un año;Si;TarjetaCredito (automatico);108.1;7181.95;66;Si;No
9530-EHPOH;Masculino;0;No;No;Si;DSL;No;No;Si;No;No;No;Mes a mes;No;Cheque electronico;53.75;608;11;Si;Si
2725-IWWBA;Masculino;0;Si;Si;No;DSL;Si;No;Si;Si;No;No;Un año;No;Cheque fisico;56.9;2560.1;46;NA;No
0345-HKJVM;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;No;Cheque electronico;89.3;577.6;6;Si;Si
1061-PNTHC;Femenino;0;Si;Si;Si;Fibra Optica;Si;No;Si;Si;Si;Si;Mes a mes;Si;Cheque fisico;109.6;5953;56;Si;No
0394-YONDK;Masculino;0;Si;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);25.15;1790.15;70;Si;No
6574-MCOEH;Femenino;0;Si;Si;Si;DSL;No;No;Si;Si;Si;Si;Un año;Si;Cheque electronico;79.15;2531.4;33;Si;No
7399-QHBJS;Femenino;0;Si;Si;Si;DSL;Si;Si;No;Si;No;No;Dos años;No;TarjetaCredito (automatico);66.75;4760.3;72;NA;No
3049-SOLAY;Femenino;0;Si;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;95.2;292.85;3;Si;Si
0997-YTLNY;Femenino;0;No;Si;No;DSL;No;No;No;Si;No;No;Mes a mes;No;Cheque fisico;48.8;953.65;19;NA;No
3317-HRTNN;Femenino;1;No;No;No servicio tel;DSL;No;No;No;No;Si;Si;Mes a mes;No;Cheque electronico;NA;198;5;No;Si
9479-HYNYL;Femenino;0;Si;No;No;DSL;No;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);NA;5705.05;71;NA;No
3235-ETOOB;Masculino;0;Si;No;No;Fibra Optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;74.5;609.9;8;Si;Si
9708-KFDBY;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TarjetaCredito (automatico);20.55;20.55;NA;NA;No
8058-INTPH;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;79.65;79.65;1;Si;Si
3642-GKTCT;Femenino;0;No;No;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Un año;Si;Cheque fisico;115.1;6993.65;NA;Si;No
0774-RMNUW;Femenino;0;Si;Si;No servicio tel;DSL;Si;Si;No;Si;Si;Si;Dos años;No;TransfBanca (automatica);59.7;4122.65;71;No;No
1334-PDUKM;Femenino;0;Si;No;Si;Fibra Optica;No;Si;Si;No;No;No;Un año;No;TarjetaCredito (automatico);86.45;5762.95;68;Si;No
0756-MPZRL;Masculino;0;No;No;No servicio tel;DSL;No;No;Si;Si;No;No;Un año;No;TarjetaCredito (automatico);33.7;1537.85;46;No;No
2242-MFOTG;Masculino;0;No;No;Si;Fibra Optica;Si;No;No;No;No;No;Un año;No;TransfBanca (automatica);80.1;2603.3;33;Si;No
2927-CVULT;Femenino;0;Si;Si;Si;Fibra Optica;Si;Si;Si;Si;No;Si;Dos años;Si;TransfBanca (automatica);104.05;5566.4;NA;Si;No
2144-BFDSO;Femenino;1;Si;No;Si;Fibra Optica;Si;Si;Si;No;Si;Si;Mes a mes;No;TransfBanca (automatica);108.75;5431.9;50;Si;No
8745-PVESG;Femenino;0;No;No;No servicio tel;DSL;Si;No;Si;Si;No;No;Un año;Si;TarjetaCredito (automatico);41.1;2258.25;57;No;No
7647-GYYKX;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TransfBanca (automatica);20.35;1092.35;54;NA;No
5647-FXOTP;Femenino;1;Si;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;105.9;6401.25;60;Si;No
5569-OUICF;Femenino;1;Si;No;Si;Fibra Optica;No;No;No;Si;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);101.3;NA;28;Si;Si
8821-XNHVZ;Femenino;0;Si;Si;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque fisico;80.05;80.05;1;Si;Si
2082-OJVTK;Masculino;0;Si;Si;Si;Fibra Optica;No;No;Si;No;No;Si;Mes a mes;Si;Cheque electronico;89.2;2698.35;29;Si;Si
9700-ISPUP;Femenino;0;Si;Si;No;DSL;No;Si;No;Si;No;Si;Mes a mes;Si;Cheque electronico;65.5;616.9;NA;Si;No
9839-ETQOE;Masculino;0;No;Si;No servicio tel;DSL;Si;Si;Si;No;No;No;Mes a mes;Si;Cheque electronico;40.45;1912.85;43;No;No
6078-VESFR;Masculino;1;Si;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);70.45;NA;13;Si;No
9027-TMATR;Femenino;0;Si;No;No;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;Cheque electronico;78.8;3460.3;43;NA;No
5940-NFXKV;Masculino;0;Si;Si;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;83.65;1465.75;19;Si;Si
1941-HOSAM;Masculino;0;Si;Si;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;90.1;90.1;1;NA;No
9110-HSGTV;Femenino;0;No;No;No;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);82.45;NA;69;NA;No
0704-VCUMB;Femenino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);20.25;1278.8;61;Si;No
6171-ZTVYB;Masculino;0;Si;No;Si;DSL;Si;Si;No;Si;No;No;Mes a mes;No;TransfBanca (automatica);66.25;2907.35;43;Si;No
8053-WWDRO;Femenino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TransfBanca (automatica);19.5;146.3;6;Si;Si
9564-KCLHR;Masculino;0;No;No;No;DSL;No;No;No;Si;No;No;Mes a mes;No;Cheque fisico;NA;51.25;1;Si;Si
1935-IMVBB;Masculino;0;Si;No;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;No;Cheque fisico;89.7;4952.95;56;Si;No
2535-PBCGC;Femenino;0;Si;No;No servicio tel;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;TransfBanca (automatica);64.55;4504.9;70;No;No
2082-CEFLT;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;45.6;45.6;1;Si;Si
1470-PSXNM;Masculino;0;Si;Si;Si;Fibra Optica;No;Si;Si;No;Si;No;Un año;Si;Cheque electronico;93.65;4520.15;49;Si;No
1213-NGCUN;Femenino;0;No;No;No;DSL;No;No;No;Si;No;No;Mes a mes;Si;TransfBanca (automatica);49.65;267.35;6;Si;Si
2498-XLDZR;Femenino;0;Si;Si;No;DSL;Si;Si;Si;Si;No;Si;Dos años;No;Cheque fisico;NA;2316.85;32;Si;No
9866-OCCKE;Femenino;1;Si;No;Si;Fibra Optica;Si;No;Si;Si;Si;Si;Dos años;Si;Cheque fisico;109.75;8075.35;72;Si;No
5338-YHWYT;Masculino;0;No;Si;No;DSL;Si;Si;No;Si;No;No;Dos años;No;TarjetaCredito (automatico);61.45;2302.35;37;Si;No
7718-UPSKJ;Femenino;0;Si;No;No;Fibra Optica;Si;Si;No;Si;Si;Si;Un año;Si;TarjetaCredito (automatico);106.4;7251.9;69;Si;No
8731-WBBMB;Femenino;0;Si;No;No;DSL;No;Si;Si;Si;Si;Si;Mes a mes;No;TransfBanca (automatica);81.9;2078.55;26;Si;No
